Material,a,b,Stability,Composition,Li,Be,Na,Mg,Al,Si,P,S,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,Ba,La,Ce,Pr,Nd,Pm,Eu,Gd,Tb,Dy,Ho,Er,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Ac,Pa,avg_s_ve,avg_p_ve,avg_d_ve,avg_f_ve,frac_s_ve,frac_p_ve,frac_d_ve,frac_f_ve,MolWeight
CdSnRh2,4.53,4.53,stable,Cd1 Sn1 Rh2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.5,9,0,0.136363636,0.045454545,0.818181818,0,436.932
CrCo2Ge,4.06,4.06,stable,Cr1 Co2 Ge1,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.5,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0.5,7.25,0,0.184210526,0.052631579,0.763157895,0,242.5025
CrGaRh2,4.255,4.255,stable,Cr1 Ga1 Rh2,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.25,7.75,0,0.135135135,0.027027027,0.837837838,0,327.5301
CrGaRu2,4.219,4.219,stable,Cr1 Ga1 Ru2,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.25,7.25,0,0.142857143,0.028571429,0.828571429,0,323.8591
CrGeRu2,4.222,4.222,stable,Cr1 Ge1 Ru2,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.5,7.25,0,0.138888889,0.055555556,0.805555556,0,326.7761
CrSiRu2,4.163,4.163,stable,Cr1 Si1 Ru2,0,0,0,0,0,0.25,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.5,4.75,0,0.192307692,0.076923077,0.730769231,0,282.2216
Cu2PdAu,4.277,4.277,stable,Cu2 Pd1 Au1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.75,0,10,3.5,0.052631579,0,0.701754386,0.245614035,430.47855
CuGeRh2,4.198,4.198,stable,Cu1 Ge1 Rh2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.5,9,0,0.11627907,0.046511628,0.837209302,0,341.997
CuSnRh2,4.357,4.357,stable,Cu1 Sn1 Rh2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.5,9,0,0.11627907,0.046511628,0.837209302,0,388.067
Fe2CoSi,3.931,3.931,stable,Fe2 Co1 Si1,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,4.75,0,0.275862069,0.068965517,0.655172414,0,198.7087
FeCo2Ge,4.033,4.033,stable,Fe1 Co2 Ge1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,7.5,0,0.2,0.05,0.75,0,246.3514
FeGeRu2,4.217,4.217,stable,Fe1 Ge1 Ru2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.5,7.5,0,0.157894737,0.052631579,0.789473684,0,330.625
FeSiRu2,4.155,4.155,stable,Fe1 Si1 Ru2,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.5,5,0,0.214285714,0.071428571,0.714285714,0,286.0705
FeSiTc2,4.175,4.175,stable,Fe1 Si1 Tc2,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,4,0,0.307692308,0.076923077,0.615384615,0,279.9305
FeTc2Ge,4.234,4.234,stable,Fe1 Tc2 Ge1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,6.5,0,0.222222222,0.055555556,0.722222222,0,324.485
Ga2IrRh,4.267,4.267,stable,Ga2 Ir1 Rh1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,1.75,0.5,8.75,3.5,0.120689655,0.034482759,0.603448276,0.24137931,434.5685
Ga2RuRh,4.239,4.239,unstable,Ga2 Ru1 Rh1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.5,8.75,0,0.139534884,0.046511628,0.813953488,0,343.4215
GaCuRh2,4.201,4.201,stable,Ga1 Cu1 Rh2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.25,9,0,0.119047619,0.023809524,0.857142857,0,339.08
GaFeCo2,4.008,4.008,stable,Ga1 Fe1 Co2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.25,7.5,0,0.205128205,0.025641026,0.769230769,0,243.4344
GaFeRh2,4.235,4.235,stable,Ga1 Fe1 Rh2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.25,8,0,0.153846154,0.025641026,0.820512821,0,331.379
GaFeRu2,4.21,4.21,stable,Ga1 Fe1 Ru2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.25,7.5,0,0.162162162,0.027027027,0.810810811,0,327.708
GaGeRu2,4.245,4.245,stable,Ga1 Ge1 Ru2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.75,8.5,0,0.139534884,0.069767442,0.790697674,0,344.503
GaNiRh2,4.193,4.193,stable,Ga1 Ni1 Rh2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.25,8.5,0,0.146341463,0.024390244,0.829268293,0,334.2274
GaSiRu2,4.177,4.177,unstable,Ga1 Si1 Ru2,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.75,6,0,0.181818182,0.090909091,0.727272727,0,299.9485
GaTc2W,4.357,4.357,stable,Ga1 Tc2 W1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,2,0.25,6,3.5,0.170212766,0.021276596,0.510638298,0.29787234,449.563
Hf2CoIr,4.559,4.559,stable,Hf2 Co1 Ir1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.25,0,0,0,0,0,0,0,0,2,0,4.5,10.5,0.117647059,0,0.264705882,0.617647059,608.1302
Hf2CoOs,4.544,4.544,stable,Hf2 Co1 Os1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.25,0,0,0,0,0,0,0,0,0,2,0,4.25,10.5,0.119402985,0,0.253731343,0.626865672,606.1432
Hf2CoTc,4.524,4.524,stable,Hf2 Co1 Tc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,7,0.153846154,0,0.307692308,0.538461538,513.9132
Hf2CuRe,4.589,4.589,stable,Hf2 Cu1 Re1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.25,0,0,0,0,0,0,0,0,0,0,1.75,0,4.75,10.5,0.102941176,0,0.279411765,0.617647059,606.733
Hf2CuTc,4.577,4.577,stable,Hf2 Cu1 Tc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,4.75,7,0.12962963,0,0.351851852,0.518518519,518.526
Hf2FeIr,4.545,4.545,stable,Hf2 Fe1 Ir1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.25,0,0,0,0,0,0,0,0,2,0,4.25,10.5,0.119402985,0,0.253731343,0.626865672,605.042
Hf2FeRh,4.536,4.536,stable,Hf2 Fe1 Rh1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,4.5,7,0.132075472,0,0.339622642,0.528301887,515.7305
Hf2FeTc,4.502,4.502,stable,Hf2 Fe1 Tc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3.75,7,0.156862745,0,0.294117647,0.549019608,510.825
Hf2IrRh,4.603,4.603,stable,Hf2 Ir1 Rh1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.25,0,0,0,0,0,0,0,0,1.75,0,4.75,10.5,0.102941176,0,0.279411765,0.617647059,652.1025
Hf2MnRh,4.515,4.515,stable,Hf2 Mn1 Rh1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,4.25,7,0.134615385,0,0.326923077,0.538461538,514.823549
Hf2MoIr,4.617,4.617,stable,Hf2 Mo1 Ir1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.25,0,0,0,0,0,0,0,0,1.75,0,4,10.5,0.107692308,0,0.246153846,0.646153846,645.137
Hf2MoRh,4.613,4.613,stable,Hf2 Mo1 Rh1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,4.25,7,0.117647059,0,0.333333333,0.549019608,555.8255
Hf2OsRh,4.589,4.589,stable,Hf2 Os1 Rh1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.25,0,0,0,0,0,0,0,0,0,1.75,0,4.5,10.5,0.104477612,0,0.268656716,0.626865672,650.1155
Hf2ReIr,4.601,4.601,stable,Hf2 Re1 Ir1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,2,0,4,14,0.1,0,0.2,0.7,735.404
Hf2RePd,4.632,4.632,stable,Hf2 Re1 Pd1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.25,0,0,0,0,0,0,0,0,0,0,1.5,0,4.75,10.5,0.089552239,0,0.28358209,0.626865672,649.607
Hf2ReRh,4.597,4.597,stable,Hf2 Re1 Rh1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.25,0,0,0,0,0,0,0,0,0,0,1.75,0,4.25,10.5,0.106060606,0,0.257575758,0.636363636,646.0925
Hf2TcIr,4.588,4.588,stable,Hf2 Tc1 Ir1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.25,0,0,0,0,0,0,0,0,2,0,4,10.5,0.121212121,0,0.242424242,0.636363636,647.197
Hf2TcOs,4.581,4.581,stable,Hf2 Tc1 Os1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.25,0,0,0,0,0,0,0,0,0,2,0,3.75,10.5,0.123076923,0,0.230769231,0.646153846,645.21
Hf2TcPd,4.622,4.622,stable,Hf2 Tc1 Pd1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,4.75,7,0.113207547,0,0.358490566,0.528301887,561.4
Hf2TcRu,4.569,4.569,stable,Hf2 Tc1 Ru1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,4,7,0.137254902,0,0.31372549,0.549019608,556.05
HfAlCo2,4.236,4.236,stable,Hf1 Al1 Co2,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.25,4,3.5,0.205128205,0.025641026,0.41025641,0.358974359,323.337938
HfAlCu2,4.349,4.349,stable,Hf1 Al1 Cu2,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.25,5.5,3.5,0.139534884,0.023255814,0.511627907,0.325581395,332.563538
HfAlNi2,4.264,4.264,stable,Hf1 Al1 Ni2,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.25,4.5,3.5,0.195121951,0.024390244,0.43902439,0.341463415,322.858338
HfAlPd2,4.51,4.51,stable,Hf1 Al1 Pd2,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,5.5,3.5,0.097560976,0.024390244,0.536585366,0.341463415,418.311538
HfAlRh2,4.423,4.423,stable,Hf1 Al1 Rh2,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.25,4.5,3.5,0.153846154,0.025641026,0.461538462,0.358974359,411.282538
HfCdRh2,4.528,4.528,stable,Hf1 Cd1 Rh2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,7,3.5,0.125,0,0.583333333,0.291666667,496.712
HfCo2Sn,4.395,4.395,stable,Hf1 Co2 Sn1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,6.5,3.5,0.16,0.04,0.52,0.28,415.0664
HfGaCo2,4.226,4.226,stable,Hf1 Ga1 Co2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.25,6.5,3.5,0.163265306,0.020408163,0.530612245,0.285714286,366.0794
HfGaRh2,4.421,4.421,stable,Hf1 Ga1 Rh2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.25,7,3.5,0.12244898,0.020408163,0.571428571,0.285714286,454.024
HfGaRu2,4.406,4.406,stable,Hf1 Ga1 Ru2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.25,6.5,3.5,0.127659574,0.021276596,0.553191489,0.29787234,450.353
HfGeRu2,4.392,4.392,stable,Hf1 Ge1 Ru2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.5,6.5,3.5,0.125,0.041666667,0.541666667,0.291666667,453.27
HfInCo2,4.3865,4.3865,stable,Hf1 In1 Co2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.25,6.5,3.5,0.163265306,0.020408163,0.530612245,0.285714286,411.1744
HfInCu2,4.485,4.485,unstable,Hf1 In1 Cu2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.25,8,3.5,0.113207547,0.018867925,0.603773585,0.264150943,420.4
HfInRh2,4.551,4.551,stable,Hf1 In1 Rh2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.25,7,3.5,0.12244898,0.020408163,0.571428571,0.285714286,499.119
HfMgAu2,4.696,4.696,stable,Hf1 Mg1 Au2,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.5,0,0,0,0,0,0,1.5,0,5.5,10.5,0.085714286,0,0.314285714,0.6,596.7281
HfMgIr2,4.483,4.483,stable,Hf1 Mg1 Ir2,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.5,0,0,0,0,0,0,0,0,2,0,4,10.5,0.121212121,0,0.242424242,0.636363636,587.229
HfMgPd2,4.573,4.573,stable,Hf1 Mg1 Pd2,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.5,3.5,0.1,0,0.55,0.35,415.635
HfMgPt2,4.574,4.574,stable,Hf1 Mg1 Pt2,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.5,0,0,0,0,0,0,0,1.5,0,5,10.5,0.088235294,0,0.294117647,0.617647059,592.951
HfMgRh2,4.47,4.47,stable,Hf1 Mg1 Rh2,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,4.5,3.5,0.157894737,0,0.473684211,0.368421053,408.606
HfNbTc2,4.544,4.544,stable,Hf1 Nb1 Tc2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,4,3.5,0.189189189,0,0.432432432,0.378378378,467.39638
